Liked Songs	Artists	ID	ExCol
Norf Norf	Vince Staples	Summertime '06	4uQ7wYsuL0DryknoDc11Hk
Lift Me Up	Vince Staples	Summertime '06	6mXwoyzrpb4T5Iveoo4k5G
Ramona Park Legend Pt. 1	Vince Staples	Summertime '06	1wjyGxvNK5POKbIfNroB3E
What If You	Time For Three, Joshua Radin	Time For Three	1ZGEiLXgTMQPxhkw346UUm
Salvatore	Lana Del Rey	Honeymoon	21qg0IBZf8R12qHd9A3AA4
See You In My Nightmares	Kanye West, Lil Wayne	808s & Heartbreak	2vpVa09ocfQ3EqQJu2UQYw
Good Grief - Don Diablo Remix	Bastille, Don Diablo	Good Grief (Don Diablo Remix)	5dSFlPDHjAuYU1apyrRgqV
I. The Worst Guys	Childish Gambino, Chance the Rapper	Because The Internet	7pRcWov3NHxi0GDkKdbSb0
We Are Okay	Joshua Radin	Simple Times	6ujdcoOXeEoxPcUkMNnpH0
Black THougHts	ScHoolboy Q	Blank Face LP	7M9m87NlRxY5YJYgcWrVhR
Awake My Soul - Live	Mumford & Sons, Dawes	The Road To Red Rocks (Live)	0n8LedeGpEBxObDNsc03nz
Good Grief - Bunker Sessions	Bastille	Good Grief (Bunker Sessions)	6F65WOUiJFqsUhxTzzAWO7
River Lea	Adele	25	60jkAyuEyOnQKlrppOTYYx
Ghost in the Machine	B.o.B	B.o.B Presents: The Adventures of Bobby Ray	16reakUNjt48eY9D9VfqyA
II. Earth: The Oldest Computer (The Last Night)	Childish Gambino, Azealia Banks	Because The Internet	5WCuoYligCr05q99p5D50S
Dust Bowl Dance	Mumford & Sons	Sigh No More	1DzGhAyb7AS7FHUvyrP5zQ
Nobody Love	Tori Kelly	Nobody Love	1jQNuXoP9ppDtPbPqGibRA
Saturday Night - Live From The Street Party Presented By Bose	Sam Hunt	Street Party Live	3dxcKoLjX1jp1dmuJQpUYX
Freakout!	Mini Mansions	Freakout!	3Bi6R9rkTrcKUZWHZH6L4K
THat Part - Black Hippy Remix	ScHoolboy Q	THat Part (Black Hippy Remix)	5sqHFfmw7MMc1L85BN8802
A Different You Original Mix - Original Mix	Tep No, Jessica Hart	A Different You	0zNRxjqC83teSDeqQuALPQ
Keep It Between the Lines	Sturgill Simpson	A Sailor's Guide to Earth	3JWJiLDqawZtilIo7p0rJ9
When You Find Me	Joshua Radin	Adam Original Motion Picture Soundtrack	4l9McBjRa2yixeRGjtQPwK
No Envy No Fear	Joshua Radin	Simple Times	6yU3mAODdTlkTxn4GI0can
Hell Of A Life	Kanye West	My Beautiful Dark Twisted Fantasy	3rCNmRonlHN1TXQLcG3dSk
When I Get There	Ben Rector	Into the Morning	1Z7Wa5TdN9WX0nv9uIFgno
I Wonder	Kanye West	Graduation	6bXOlIfGIWh7Tyn4oyvLQW
Winter Winds	Mumford & Sons	Live From Shepherd's Bush Empire	5Cqn9E7rSmziNTTcq07K01
Therapy	Machine Gun Kelly	General Admission (Deluxe)	0u4zaXqDSnfkzWRDdSJfaj
Who Will Survive In America	Kanye West	My Beautiful Dark Twisted Fantasy	4e5IPJxSGVWPsaxQzdRseN
Almost Is Never Enough - Soundtrack Version	Ariana Grande, Nathan Sykes	The Mortal Instruments: City of Bones (Original Motion Picture Soundtrack)	6YbDAwAzXrijLm3AQ9nBrv
Bridges	Lifehouse	Who We Are	2VAP33AdvEoOOUQgnXywEC
Rigamortus	Kendrick Lamar	Section.80	2b3KgzISdjZVNPJJ1945nw
Run Up On Ya (feat. Action Bronson & Elle Varner) (Bonus)	Joey Bada$$	B4.DA.$$	3eJKAy9ZJaZLGS8EJlihXy
Piece by Piece	Kelly Clarkson	Piece by Piece	15P4Osep3FIiZvDoccy1HK
Ghosts That We Knew - Live	Mumford & Sons	The Road To Red Rocks (Live)	6u3bW8bGe33HQBADZyb1sA
Lift Off	JAY-Z, Kanye West, Beyoncé	Watch The Throne (Deluxe)	63dETSxIKCdUHGzlUyCjWb
Take a Bow	Leona Lewis	Spirit	09CIJTmSoWTrrpIh2EUatf
Sing For Me - Acoustic	Yellowcard	When You're Through Thinking, Say Yes (Acoustic)	2NfGZKvKwU8sgkqAsT6MOS
See Me Smiling	Yellowcard	When You're Through Thinking, Say Yes	2mXTFf9OYNoxUMW8SkmawF
Roll Away Your Stone	Mumford & Sons	Live From Shepherd's Bush Empire	5DvkrD9gfQpZ2ekL6RvFYs
Timshel	Mumford & Sons	Sigh No More	4aHzQbalMnDm04AAW5K4se
Sigh No More	Mumford & Sons	Live From Shepherd's Bush Empire	09NknNqHONZhCJJfwoBlwz
Be The Young	Yellowcard	When You're Through Thinking, Say Yes	7CidcgivJglOESF6ZKtw00
Devil In A New Dress	Kanye West, Rick Ross	My Beautiful Dark Twisted Fantasy	1UGD3lW3tDmgZfAVDh6w7r
Crawling	Linkin Park	Hybrid Theory (Bonus Edition)	57BrRMwf9LrcmuOsyGilwr
Colors - Blonde Remix	Halsey, Blonde	Complementary Colors	2bOvKQycBqgOVvgLVpsAFv
Community Centre	Passenger	Divers & Submarines	1D1YfTelX1MR4pxvolbDxk
untitled 01 | 08.19.2014.	Kendrick Lamar	untitled unmastered.	6OkOFxU6j0UufR97VgSnS7
Six Feet Under The Stars (Acoustic)	All Time Low	So Wrong, It's Right (Deluxe Version)	32zTrU13WFPoWoPv0wKuXM
Wherever I Go - Danny Dove Club Edit	OneRepublic	Wherever I Go (Danny Dove Club Edit)	4TN1ThsU5yuQe4bUhAsVcU
See No Evil	The Game, Kendrick Lamar, Tank	Jesus Piece (Deluxe)	0ndpJtfKGuGM3pyNwnwSUx
Constipation	Black Hippy	Longterm Mentality	6vul391xSdDR66GL0B5I3Y
The Sound Of You And Me	Yellowcard	When You're Through Thinking, Say Yes	31CexD5rdL7FYVW1YfxPA7
Que Tu Corazon Vuelva a Latir	Danny Gokey	Tell Your Heart to Beat Again - EP	4ehtkzbgOPUTos6yk37PsV
Jungle Youth	Young the Giant	Jungle Youth	4xJEE89kyGNSBS5VoeTgmF
Monster	Kanye West, JAY-Z, Rick Ross, Nicki Minaj, Bon Iver	My Beautiful Dark Twisted Fantasy	1ZHYJ2Wwgxes4m8Ba88PeK
On Fire	Eminem	Recovery	6HLZaECJKDjNE0jiGBeqxz
Devil Pray	Madonna	Rebel Heart (Deluxe)	2upReikM2zi3kd0Nl2yaTM
Blame Game	Kanye West, John Legend	My Beautiful Dark Twisted Fantasy	4EndPA8b6FDWYp1RgsnLEB
Kush & Corinthians	Kendrick Lamar	Section.80	705u4LfXcTBuDOB8UCy0A7
Rivertown Blues	Yellowcard	Southern Air	5rPkH4jfM3Eu5cLybg2meu
Lost At Home	Joshua Radin	Underwater	42qFW3NMIe4SjGWtMCQglr
Crests of Waves	Coldplay	Clocks	5ZMqdwtZvvNrpUUTijZem6
Sleep In The Snow	Yellowcard	Southern Air	2hOa6xPadS5BjFwLL7KjaN
I Miss You	Adele	25	0QLXkoV7vX86QEibgLe6zQ
Surface Of The Sun	Yellowcard	Southern Air	4pUf2KnXsjmZvZIeu9z42p
Awakening	Yellowcard	Southern Air	3KvocEl2AbGs2Woc46ysbG
One Step Closer	Linkin Park	Hybrid Theory (Bonus Edition)	3K4HG9evC7dg3N0R9cYqk4
A Vicious Kind	Yellowcard	Southern Air	0ODmcbR1eiauMOCf15YUGj
Kno Ya Wrong	ScHoolboy Q, Lance Skiiiwalker	Blank Face LP	3yg7fx2DVjbQRLoROq3wA8
Groovy Tony / Eddie Kane	ScHoolboy Q, Jadakiss	Blank Face LP	1MY4HVXfBkUg1mUjmCjznI
To Be Alone	Hozier	Hozier (Deluxe)	3oTYGpCbDQjkLqVYOnbU9e
Rise Up	Thomas Jack, Jasmine Thompson	Rise Up	2sTe3y5xjQvVb9tDTVaI35
Feel No Ways	Drake	Views	3cjF2OFRmip8spwZYQRKxP
Keeper	Yellowcard	Paper Walls	2vgaiU0UoeeAaIIMFCaggE
Wake Up	NF	NF	2KNsVQV1ZPWehB21oQ1krL
Where Are You Now	Mumford & Sons	Babel (Deluxe Version)	4rzWrb9KT2v71cyuHhcbJY
Papercut - Live at Yalding House, London, England, 1/12/2001 - BBC One	Linkin Park	Hybrid Theory (Bonus Edition)	5SDOPP5zCdggONUuYWiiTS
Lost In The Moment	NF, Andreas Moss	Therapy Session	3qEg6xYffvuvwpq4U6FRrK
In the Summer	Finish Ticket	Tears You Apart	2cC3jaL3mYKYft1Ke0OOLi
Wesley's Theory	Kendrick Lamar, George Clinton, Thundercat	To Pimp A Butterfly	7Ks4VCY1wFebnOdJrM13t6
The Cave - Live	Mumford & Sons	The Road To Red Rocks (Live)	4MTSiamSeFWW742RfoZdmr
Cha-Ching (Till We Grow Older)	Imagine Dragons	Night Visions	1OppUXF0ZsVATRbEyHOTyA
This Ain't A Scene, It's An Arms Race	Fall Out Boy	Infinity On High	1oagRT7LfpVlNJN6FSZDGp
Wait	M83	Hurry Up, We're Dreaming	3rTnGUeDrnZV22DvRuUuXr
Stella	All Time Low	Live Session	04y37iHWYQPREG53A3xK1g
God Knows I Tried	Lana Del Rey	Honeymoon	5R65WfxdtxpTNSIloTfIdM
Superpower	X Ambassadors	VHS	5SSr61qhwOcC1elvF0eB3C
One Day	B.o.B	Underground Luxury	0yUDiCsgGIwQSbrG6uuJue
Lovers Eyes - Live	Mumford & Sons	The Road To Red Rocks (Live)	3h95dUAvqv24tAsEoVUGjm
Coldest Winter	Kanye West	808s & Heartbreak	4PO23vgUrbXkPwwCJlVASQ
Stella	All Time Low	Straight To DVD	19iwKjIlhcMYioDMC6P5AF
Crystal Clear (feat. Royce Da 5'9")	Statik Selektah, Royce Da 5'9"	Lucky 7	5ysRVNUvhnK6MgwEUEax1b
Simon	Lifehouse	No Name Face	085lxRZbyXLv8KCkcBkRAw
Grief	Earl Sweatshirt	I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt	47A4a2ZxJaZz5nBME2HtXs
Golden Skies	Seabird	Troubled Days	3RplJb6Q4vADLp0QSfo5Yy
Scavenger	Finish Ticket	When Night Becomes Day	40xxCI61nOsrtfoiiNGBl4
Just Another Name	Lifehouse	Stanley Climbfall	77AfbVSa8qBoa2vZ9F4rOX
Rat Race	Andy Mineo, Jon Bellion	Uncomfortable	5OoQlwhdCudi7BCs8hFgRX
Princess of China - Live	Coldplay	Live 2012	0t1nm5TmszvLLVAOLiOrH8
Too Damn Young	Luke Bryan	Tailgates & Tanlines	6wfaxgakSIQsHcYBzjNggy
Two Presidents (feat. Kendrick Lamar)	YG Hootie, Kendrick Lamar	Destroy & Rebuild	2jpDAw0ehIRhYwYZkJjuRt
Only One	NF	NF	1iAqQMUVtp5E1EYJkqZw2g
Si Tu Veux	Mumford & Sons, Baaba Maal, The Very Best	Johannesburg	0xoUKn55rmc6GTs7XVgpYI
Love in the Dark	Adele	25	6oQRvWaoFDJpTTnaWdzhXt
Super Mario World	Logic	Bobby Tarantino	1py4qzrEEkOvU8uTHYLuOW
Apartment - Captain Cuts Remix	Young the Giant, Captain Cuts	Remix EP	2HilN23tJie9msiWqTdDMK
Jukebox Joints (feat. Joe Fox & Kanye West)	A$AP Rocky, Joe Fox, Kanye West	AT.LONG.LAST.A$AP	2gAGWaK4wvt2xrFUlR4mK8
Wrong	Finish Ticket	When Night Becomes Day	4oTmI5dEDvtOaS3M3Hxzzx
Numb	Finish Ticket	Tears You Apart	1B1Z9ExlrzGf4z5qJrnE7T
Keep It To Yourself - Live From Bonnaroo 2013	Kacey Musgraves	Spotify Sessions - Live From Bonnaroo 2013	6Ssc9vEBL46um7yvCMI77r
Blowin' Smoke - Live From Bonnaroo 2013	Kacey Musgraves	Spotify Sessions - Live From Bonnaroo 2013	1OkyPWDk2Of22tlI4rZ8my
Too Good	Drake, Rihanna	Views	3BtuIIrQlkujKPuWF2B85z
Love Life (feat. Sevyn Streeter)	B.o.B, Sevyn Streeter	Psycadelik Thoughtz	4BFb06t2AWUA3mWMbIePmA
CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS")	Justin Timberlake	CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS")	6JV2JOEocMgcZxYSZelKcc
Ngamila	Mumford & Sons, Baaba Maal, The Very Best	Johannesburg	2I2X68YHXIKZUB0EQBEOtw
Holland Road - Live From Annexet, Stockholm / 2013	Mumford & Sons	Spotify Sessions (Live From Annexet, Stockholm / 2013)	3R3vxpaKxBwXJeyPLM7TcS
Whispers In The Dark - Live	Mumford & Sons	The Road To Red Rocks (Live)	4N6R4C9M9puolUG85aYEN0
Lover Of The Light - Live	Mumford & Sons	The Road To Red Rocks (Live)	0LEXWWqRE0LZ0SdQFrXnLG
I Will Wait - Live	Mumford & Sons	The Road To Red Rocks (Live)	7emjyFaWBblMv8Hne4XKWJ
All I Ask	Adele	25	1wMALZpuqAy7amQsFBWQ8m
Amy's Song	Joshua Radin	We Were Here	2AjuWMmf0zqG5YdAluuyOf
I Don't Care - Single Version	Fall Out Boy	Folie à Deux	7ewT0nLFkMD8ONbRibePr9
The Jam	Logic	Bobby Tarantino	4dVJyyeCPEONr44NIrXvie
Slave II	Logic	Bobby Tarantino	4Mr73gFwZUeFnrfRov23we
Stella	All Time Low	Nothing Personal (Deluxe Version)	0iSiv78I19i3JTeIpsdpPn
Color - Remastered	Finish Ticket	When Night Becomes Day	2HNnYRJIlsM1JHn1Nq8qU7
Say You Will	Kanye West	808s & Heartbreak	6SpyIVK0cZfb0SjsqyqfTV
Low Life 2.0	X Ambassadors, Jamie N Commons, A$AP Ferg	VHS 2.0	5COKU86j0iPUfZ8IAU8Vqs
Love Songs Drug Songs	X Ambassadors	Love Songs Drug Songs	3RCT90rX7F5rSwMwUU4Pz6
Collider	X Ambassadors, Tom Morello	VHS 2.0	0eATgkWG5F2S0pLFK95ImZ
Nobody Knows My Trouble	Ryan Bingham	Fear and Saturday Night	5qyIIrOLV5CCi4YzicRdwT
Free of Me	Joshua Radin	Simple Times	7IUIKPnQTWx0JJn1gZ9Vty
Axe To Grind (Bastille Vs. Tyde Vs. Rationale)	Bastille, Tyde, Rationale	VS. (Other People’s Heartache, Pt. III)	7FfBkhA4t02XW0dB8yhfLI
44 Bars	Logic	Bobby Tarantino	4s2BWgnSQ9NZiOQM4PP4HB
Gold	Jamie Scott, Christina Perri	My Hurricane	2qPdxt67VXcbRYwNGyFuIy
Pacifier - Jim Eno Sessions	Catfish and the Bottlemen	Spotify Sessions	7lo2hciktN4VyTezO4AFav
Overjoyed - Yeasayer Remix	Bastille, Yeasayer	Remixed	09tXdqGKiXoBqdBqxXaxNh
Hero (feat. Christina Perri)	Cash Cash, Christina Perri	Blood, Sweat & 3 Years	0jPU39bL0SrCmYc1RwbFkX
Oceans	Coldplay	Ghost Stories	2u4uhtETtcULnkBfFHSnDX
Deeper Than Money	Logic	Bobby Tarantino	6pK86Tx0QqX0E64mKuDB5Q
Slave	Logic	Bobby Tarantino	3SrUV8pxnW1QhMbbwegpwG
Awake My Soul	Mumford & Sons	Sigh No More	5VwKEmrYEN5eAPvWqrrKS2
Saint Pablo	Kanye West	The Life Of Pablo	1o0kWPueYo94LIjPYOE5Nf
Drug Dealers Anonymous	Pusha T, JAY-Z	Drug Dealers Anonymous	1b6rmL3VXBgYTbn61kM8wT
Ten	Yellowcard	Southern Air	3PRQC9GBolNfzBxjw5oMSm
Control	Kevin Garrett	Control	5r7No91XqX57cQ5eCVJ2kg
untitled 06 | 06.30.2014.	Kendrick Lamar	untitled unmastered.	4M2t7bP4Mq87mGMn0PObUX
Love You Goodbye	One Direction	Made In The A.M. (Deluxe Edition)	1ZWLWVqeEMWMKTlteS0yLH
My Love (feat. Drake)	Majid Jordan, Drake	My Love (feat. Drake)	0EUIyt95ZhgeXKMbKSa92q
S.T.O.P. (feat. Ryan Tedder) vs. Goodbye Friend (feat. The Script) - Listenin' Continuous Mix	David Guetta, Danny O'Donoghue, Glen Power, Mark Sheehan, Ryan Tedder, The Script	Listen Again	3OHKmw72UQUS46H5SUo6s6
Lost In The World	Kanye West, Bon Iver	My Beautiful Dark Twisted Fantasy	2Im64pIz6m0EJKdUe6eZ8r
The Imperial	Statik Selektah, Action Bronson, Royce Da 5'9", Black Thought	What Goes Around	1dfDQibZbIcAhrmaZdqTIC
My Mountain	Yellowcard	Lift a Sail	1gPtGbiS2gByaTxnl9CrvG
The Deepest Well	Yellowcard	Lift a Sail	7Ck02V0QfW73z1vNs3u1WI
Fragile and Dear	Yellowcard	Lift a Sail	5Ai2qPAtxmADw58HViLn24
Transmission Home	Yellowcard	Lift a Sail	1LJWaqgSJshe5CSEKIvdJH
The (After) Life Of The Party	Fall Out Boy	Infinity On High	0QhqxKBvIsQwIvCwfAf0lI
Thnks fr th Mmrs	Fall Out Boy	Infinity On High	3Zwu2K0Qa5sT6teCCHPShP
Thriller	Fall Out Boy	Infinity On High	07kBp5VuebubsozpQd3nyK
Sky	Joshua Radin	Simple Times	1BHqj53ZRTFUzBl8tXrnvk
Remedy	Adele	25	7GgQi7JTG4b6J4iEF4RTjF
White Blank Page	Mumford & Sons	Sigh No More	2QulT0LDnhH7011gzjFvLS
Roll Away Your Stone	Mumford & Sons	Sigh No More	69bVsJ4DyvkTcUVRodbipO
Six Feet Under The Stars	All Time Low	So Wrong, It's Right (Deluxe Version)	3ZuDgFVRKfSg2wkrhGIjkE
Let It Roll	All Time Low	So Wrong, It's Right (Deluxe Version)	5syzTSpMcUDpYtOI0SeTc9
Friend Like You	Joshua Radin	Simple Times	5kSDfpsLOX5vbKp9rwkrnt
I Gave You All	Mumford & Sons	Sigh No More	4LACX6LhCSWhJ45lpbaxlA
Crash the Gates	Yellowcard	Lift a Sail	38sNMMkSVW5Sru3kjtzXPH
Return The Favor	All Time Low	Dirty Work (Deluxe Version)	3K91cKYeSdF9fRVZ4ufRPu
Lost@ - Live at the United Center, Chicago, IL	Coldplay	Lost!	69joApFuCALBP6TPrK9bgL
Islands - Tapioca and the Flea Remix	Young the Giant, Tapioca and the Flea	Remix EP	6hPf3BYn1OuJpqCVkQh9Ob
My Body - K. Flay Remix	Young the Giant, K.Flay	Remix EP	3p2ThZC1FeaNdwPeEflLsK
All Night (feat. Knox Fortune)	Chance the Rapper, Knox Fortune	Coloring Book	60xaS8mYBKUW4VQQ666N0T
Lost?	Coldplay	Lost!	7lFdAhKhZs5lpjAVX8OzIj
Speed of Sound - Live	Coldplay	Speed of Sound	4IGUhtEPrvDVQfpHp9QFPj
Fix You - Live from Arnhem, Netherlands	Coldplay	Fix You	13wWKawWOKggu7wI15jmFT
Swan Song	Lana Del Rey	Honeymoon	1DYRRZ5rSlc1PopnB7azLZ
Colour Spectrum	Coldplay	A Head Full of Dreams	3VqiD8Yvk6bKwqS1e64PHB
Princess of China - Acoustic	Coldplay, Rihanna	Princess of China	2tKqZsc0epdLrsNUT6y0Ls
Ain't Nobody (Loves Me Better) - The Rooftop Boys Remix / Extended Mix	Felix Jaehn, Jasmine Thompson, The Rooftop Boys	Ain't Nobody (Loves Me Better)	0eTPnPxfsuKfXbIO1CNJkD
Giant	Banks & Steelz	Giant	7GIs5YnCi08whESjkYMsbn
Viva La Vida (feat. Coldplay)	Rhythms Del Mundo, Coldplay	Africa	77f05JcfpNafrnW3UUDl7X
Major Minus - Live	Coldplay	Live 2012	4WyX6hwqB1forx046ilrg2
Sedated	Hozier	Hozier (Deluxe)	4Xrtl98qENQCWO5LDYv34e
Tuning Out...	Bastille	All This Bad Blood	0xBpMWAEYSmks4ZDzjgxIn
Skulls	Bastille	All This Bad Blood	5GVJMiKlCEQUPDzaZaYHfO
Major Minus	Coldplay	Mylo Xyloto	6maXBs9zUY48m1UNHgTeRC
Hide Away	Daya	Daya	2hsza71y54ABzmabyNDtM4
Smithsonian	The Avett Brothers	True Sadness	5DVvit3Aym2yOj9XXdQeuj
Slow Dive	Young the Giant	Mind Over Matter	0JQqJ4BbSBL0Kz7GHaajtY
You Don't Know Jack	Luke Bryan	Tailgates & Tanlines	3cWeVrL36kX4IpJNrwcMOu
Munny Right	Jon Bellion	The Definition	28pdIEbChDEj6JdhAuuXU9
I Love You All the Time (Play It Forward Campaign)	Imagine Dragons	I Love You All the Time (Play It Forward Campaign)	2POOvCjR09X41UNUWm12dT
Beautiful Now - Rock Mafia Remix	Zedd, Jon Bellion, Rock Mafia	Beautiful Now (Rock Mafia Remix)	5bfpZBEWw50zOkmoxuqMNU
Oasis	Jasmine Thompson	Oasis	3Za3DYaNbjQ5lgF2SHSdNp
Run Wild - Acoustic	Jon Bellion	Run Wild (Acoustic)	2yJooWoSPyQf42aLVIApXu
No Hard Feelings	The Avett Brothers	True Sadness	711WfDztCZpnmJg7Uvwod3
Mama, I Don't Believe	The Avett Brothers	True Sadness	0tEzs2j3sfZuvyNjN3f6BB
Ain't No Man	The Avett Brothers	True Sadness	6XMYnm4OTEysN8blzqiCL9
Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign	Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors)	4dASQiO1Eoo3RJvt74FtXB
Rest In Peace	Yellowcard	Rest In Peace	3lZFwEr0FDp6P1UV8Eh6iA
Wrist	Logic, Pusha T	Wrist	7LkEHUH2ZCXN1oxB922y4E
Simple & Sweet	Jon Bellion	The Definition	0wUlGPa8He68F9TmLKdcL4
Eye Of The Storm	X Ambassadors	VHS 2.0	6yN7Zeh0CLiXDkUtILmXyT
Give Me Some Of You	Terrace Martin, Kendrick Lamar	Here, My Dear	2CAeV2xbF3kAKbScwBQUXF
Running in Circles	POP ETC	Running in Circles	6o9fOm2gS6pncnbRQYwa1k
Cola	Lana Del Rey	Born To Die - The Paradise Edition	6LrNqp69g8ngQ0Oem7DGWK
The End Has Only Begun	Lifehouse	Lifehouse	7BzZlBq0MBvoLGT5yIhw0I
Chapter One	Lifehouse	Lifehouse	1HASWh1WaU0XTyVDNUsUPm
Undone	Lifehouse	Lifehouse	5M5rpcseDHSnCy6MQPrO3e
Into The Sun	Lifehouse	Lifehouse	1PKG7kArAwg6iSmSIf4mte
Better Luck Next Time	Lifehouse	Lifehouse	24ifw1G1ASuJcAZGYuDjdX
Come Back Down	Lifehouse	Lifehouse	4ZMY7x2E4ph0TgNX6VB99A
Run Wild	Jon Bellion	The Definition	0FsGUPoOMHzHnViGBKbBLX
WILD	Troye Sivan, Alessia Cara	WILD	3IpWBLcLzwWtVUaSboaww8
Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)	Chance the Rapper, T-Pain, Kirk Franklin, Eryn Allen Kane, Noname	Coloring Book	2AgnbuzvnfPvq1sAYNB4pj
Same Drugs	Chance the Rapper	Coloring Book	6m9qPYXmhge2QhBLfFKnVF
Blessings (feat. Jamila Woods)	Chance the Rapper, Jamila Woods	Coloring Book	2VQc9orzwE6a5qFfy54P6e
Summer Friends (feat. Jeremih & Francis & The Lights)	Chance the Rapper, Jeremih, Francis and the Lights	Coloring Book	2fl0B0OaXjWbjHCQFx2O8W
No Problem (feat. Lil Wayne & 2 Chainz)	Chance the Rapper, Lil Wayne, 2 Chainz	Coloring Book	0v9Wz8o0BT8DU38R4ddjeH
All We Got (feat. Kanye West & Chicago Children's Choir)	Chance the Rapper, Kanye West, Chicago Children's Choir	Coloring Book	3ZLyt2ndLFBh148XRYjYYZ
Brand New Day	Joshua Radin	Simple Times	3FF0UKFgL836KWFa9xyGjk
Clocks	Rhythms Del Mundo, Coldplay	Rhythms Del Mundo Cuba	1XV3c2LflTM2ohDShwHCgy
Aaron Burr, Sir	Lin-Manuel Miranda, Leslie Odom Jr., Daveed Diggs, Okieriete Onaodowan, Anthony Ramos	Hamilton (Original Broadway Cast Recording)	6dr7ekfhlbquvsVY8D7gyk
Touch The Sky	Hillsong UNITED, TAYA	Touch The Sky	3lsPSOWbho7G7Tgl8OpehU
Coastline	B.o.B	Underground Luxury	7qxgSmrxD7taas9QFAGiIV
HandClap	Fitz and The Tantrums	Fitz and The Tantrums	7j56HrjR9cGzvekvZY3Faz
Make Me So	Yellowcard	Lift a Sail	6lsmYtQjossa4U31vEmgVf
Four Horses	Passenger	Wicked Man's Rest	2gZMC3IiymeyA5Sd2DJfgr
Crows in Snow	Passenger	Divers & Submarines	4M6ZhBrElYhYTG5Yaciq9i
Stronger Than I Was	Eminem	The Marshall Mathers LP2 (Deluxe)	6MtI49ggHHumUTONlvMQlq
The Last Unicorn	Passenger	Wide Eyes Blind Love	6vz9UadNIedXhL8ZijRqJD
Not With Haste	Mumford & Sons	Babel (Deluxe Version)	0Nj5hVCqjicDSNldVov9e8
Lately (feat. Devlin)	Ed Sheeran, Devlin	5	5cth8vxCckeYgE10nX58re
An Immigrant	Jon Bellion	The Definition	0naWM5NRyTF2xqxYO3o4Iy
Way down We Go	KALEO	A/B	0y1QJc3SJVPKJ1OvFmFqe6
The Story of Tonight	Lin-Manuel Miranda, Okieriete Onaodowan, Daveed Diggs, Original Broadway Cast of Hamilton, Anthony Ramos	Hamilton (Original Broadway Cast Recording)	0NJWhm3hUwIZSy5s0TGJ8q
Cheap Thrills (feat. Sean Paul)	Sia, Sean Paul	Cheap Thrills (feat. Sean Paul)	6b3b7lILUJqXcp6w9wNQSm
F*ck Your Ethnicity	Kendrick Lamar	Section.80	5v501hmUMvbHPKa7qm0MGD
Obvious	blackbear, Mike Posner	Drink Bleach	0rmZibhuy4HkS9JM8801iI
Infinite High	Panama Wedding	Into Focus EP	4lLAb7SzLQp0FpSUIqZJdQ
Sail Up The Sun	Dylan Owen	There's More To Life	7pwnD3ddx4TO15YTdwMMpl
Carry Your Throne	Jon Bellion	The Definition	6luhvKibJJNM4P64RLNwgg
One Year, Six Months Acoustic	Yellowcard	Ocean Avenue Acoustic	7EcsBugNbvuQWmebTG9FYl
Raised On It	Sam Hunt	Montevallo	3BuPop8SzLG2Q88TJcFAjp
December	Sara Bareilles	The Blessed Unrest	5I6exXg95LKzq9Eb0hCFXM
Kill You	Eminem	The Marshall Mathers LP	5eGEc27nnhtmcOh6RC890a
Jungle	Jon Bellion	The Definition	6pAQxv1etMEoTLiE1zZS1z
MSK	Yellowcard	Lift a Sail	3GjjdEyY0um2lkVo6kELkj
Madrid	Yellowcard	Lift a Sail	0fY6QzQdSiAUZLhXc5nofF
Breathing	Yellowcard	Ocean Avenue	0DxN6Ywom8nnndyQXdSBPy
When You're Young	3 Doors Down	Time Of My Life (Deluxe Version)	6D7uABGh6Cjo2Sx3nZ23e4
Crazy Beautiful	Andy Grammer	Crazy Beautiful EP	4frQFEdnpLOyE0h5VFzfvK
Way Away Acoustic	Yellowcard	Ocean Avenue Acoustic	0nDuQJIvJQdsJD7vytS7es
For You, And Your Denial - Acoustic	Yellowcard	When You're Through Thinking, Say Yes (Acoustic)	5cXiavHUd8Ng8DmWfujlcp
Believe	Yellowcard	Ocean Avenue	7r6KgeFLSGJqbu90KJg1Bv
Lift a Sail	Yellowcard	Lift a Sail	3btKooFkrGP5cQTCc8ujcg
Figure it Out (feat. Kanye West & Nas)	French Montana, Kanye West, Nas	Figure it Out (feat. Kanye West & Nas)	0vgtBFdPTkZwQ2gmFu7Dra
City Of Devils	Yellowcard	Lights And Sounds	1GQFA0GfR4z97z6CRY0G0R
One Bedroom	Yellowcard	Lift a Sail	2jIdJAG2swiQnDEbsf6EP2
Convocation	Yellowcard	Lift a Sail	0zxRbAj3hUS8P3KDccRjTg
Illuminate	Yellowcard	Lift a Sail	1JCHrEMno6VmIqUYwTmDnE
Fall Into Me	Brantley Gilbert	Halfway To Heaven (Deluxe Edition)	2MedaqRcSsxA1hiiXGoK7s
