Queued Songs	Artists	ID	ExCol
Highway Patrol Stun Gun	Youth Lagoon	Savage Hills Ballroom	spotify:track:3Ty5AF8PMWtLxBjNSpZ0pt
Plastic	New Order	Plastic	spotify:track:2704eWTkQtKRAkwEXPwjC6
Where Are Ü Now	Pentatonix	Where Are Ü Now	spotify:track:7Eq0cYw3AamKRk0pu9q5GY
Save Me	Majik	It's Alright / Save Me	spotify:track:2f5tCraMllBCgt38V1RyyM
Sleeping Alone (feat. Chet Faker)	The Cactus Channel, Nick Murphy	Kill the Doubt (feat. Chet Faker)	spotify:track:2w2kJ7VmJ7R3sTGQLhwn9Y
Back One Day	Francis Lung	Back One Day	spotify:track:4O8VijzxceyhHJwf2Trnn9
All in a Daze Work	Kurt Vile	b'lieve i'm goin down...	spotify:track:5TPGNQ5YIuc9ssbY0MCTtW
Pools	Harrison Brome	Pools	spotify:track:7pwjRBUBgHzBMSEgGhd0Je
These are the Days - Luca Schreiner Remix	OMI	These are the Days (Luca Schreiner Remix)	spotify:track:4TCYm3XaVqfyfavPhG7sZX
Fiesta - Remix	Bomba Estéreo, Will Smith	Fiesta (Remix)	spotify:track:32m3Omefuw5UynvibnMMOY
Million Ways to Live	Mapei	Million Ways to Live	spotify:track:5EXqrc90gVjoqbDdtYFfsJ
Something To Believe In	A Silent Film	Something To Believe In	spotify:track:6Q8wnXXAW0oWcKKywq3XYg
Something New	Secret Weapons	Something New	spotify:track:3Tg7AXyFD0frtV3CAVjyZ3
Mess	Sofi de la Torre	Mess	spotify:track:0OhKI6araOFCiEALs9huuL
Melt	Duke Dumont	Blasé Boys Club (Pt. 1)	spotify:track:4YXJZWRPQbrlA84IrQ7p07
Poetic	Seinabo Sey	Poetic	spotify:track:2VYKieGJy76cd4QpHv2h6T
Like An Animal	RÜFÜS DU SOL	Like An Animal	spotify:track:0vOTm7sdZmAc59nZYjTqtU
Guts & Glamour	Trick Swayze	Guts & Glamour	spotify:track:4ClaIITi81ioXuxbrba5iS
Desire	DILLY DALLY	Sore	spotify:track:21F5jt7g4qpS5h7QIZ6hxv
Eraser	Coheed and Cambria	Eraser	spotify:track:0mXNjxwjwFp4kslFFGZsCY
Red Hot Lights	Moon Taxi	Daybreaker	spotify:track:6q4h8vUTZcpr51dxAZ4Ws9
Cold Cold Man - Live from Spotify San Francisco	Saint Motel	Spotify Sessions	spotify:track:6see7QUGYQIYCyntcS9HFg
Corrine	Black Honey	Corrine	spotify:track:3Q4NaPHFRmE0TjpwqyBzBj
The Light Is Clear In My Eyes	Moby, The Void Pacific Choir	The Light Is Clear In My Eyes	spotify:track:2QLx6WY8KMPAh9K86O7m7A
Been That Way	Bryson Tiller	T R A P S O U L	spotify:track:0zg5XJPiga7E5FxiehriG2
Detonate	Denai Moore	Detonate	spotify:track:4TIHdaRjughQR7yCNOkA14
Catfish	Tamar Braxton	Calling All Lovers (Deluxe)	spotify:track:0CajCuT1g1VdiJggHGOPWY
The Great Forever	Janet Jackson	Unbreakable	spotify:track:3ZWWwRoQR2gvFg4qg20X1e
Life on the Dancefloor	Seal	Life on the Dancefloor	spotify:track:2dPN8Nxt6eAqfOxdAfIA6l
Good When We're Together (feat. Cooperated Souls) - Radio Edit	Kav Verhouzer, Cooperated Souls	Good When We're Together (feat. Cooperated Souls) [Radio Edit]	spotify:track:2JvJVg3ad7qto5pTH5iOJt
Such Words	Ghostly Kisses	Such Words	spotify:track:17vl40gMH9ae4X7pGW3Dfi
Club Now Skunk (feat. Big Freedia)	Elliphant, Big Freedia	Club Now Skunk (feat. Big Freedia)	spotify:track:1RbFowA0bAmdhMlzAib0Aq
Bombs Away	BOOTS	Bombs Away	spotify:track:6M5uuQChX3xdiFRWbcNSu1
Off The Ground	Bit Funk, Shae Jacobs	Off The Ground	spotify:track:38hGgJadLOz7ZMrBDdi4NG
I Know	Hydrogen Child	Sirens - EP	spotify:track:5lrocfX6XJEukGKDwht51c
Island	Coheed and Cambria	The Color Before The Sun	spotify:track:2og56jb9ZaAh1cVN7BENAq
Motley Crue	THEY.	Nü Religion	spotify:track:4DS3W5h3WavGB2QuVR1ZjD
Reflections	Jacob Plant, Example	Reflections	spotify:track:4EMK1aEi1WvgDr3w5i8f5G
Lay Down	Son Little	Son Little (Deluxe Edition)	spotify:track:3x8IsQzb1KhPPo6zNGzzL1
Feel	D.A. Wallach	Time Machine	spotify:track:53KGFxSZHG6RLUs34HxCTs
61 Cygni Ave	Neon Indian	Vega Intl. Night School	spotify:track:2vcCKnhhGF0YnhBqgCBtC8
Living My Life	Deerhunter	Fading Frontier	spotify:track:33yMYketIcAicQ9bEgryw1
Overdrive	Fightstar	Overdrive	spotify:track:0odvDlxXZuhl6bgFjfb7fo
Homecoming	Josh Ritter	Sermon on the Rocks	spotify:track:5rUVftvUlGnfhjpyqQlSmx
Elegy to the Void	Beach House	Thank Your Lucky Stars	spotify:track:5id7Tj9xQit6M6LdLOaPIl
All Your Favorite Bands - Live from Spotify NYC	Dawes	Spotify Sessions	spotify:track:0XkYESVCwZlvXILiB1U7Qz
Satellites	Bill Ryder-Jones	Satellites	spotify:track:3ewatACGeb5ovFuHPR4HMd
w/o u	GEMS	w/o u	spotify:track:4p1NCTaAu1fzcShQVaAZiR
Silver Car Crash	Majical Cloudz	Are You Alone?	spotify:track:7izHPO5c688a7EErWQwgKS
Falling	Here We Go Magic	Be Small	spotify:track:5QItztfvG1UciTrv2HosQp
Never Love Again (feat. Jussie Smollett)	Empire Cast, Jussie Smollett	Never Love Again (feat. Jussie Smollett)	spotify:track:2kYH9KqKmgURW5xDrzqfzU
Waiting to Ignite	Goldroom	Waiting to Ignite	spotify:track:5mPrUd7rjyFtCo1xDnXaBM
Ref	Pentatonix	Pentatonix (Deluxe Version)	spotify:track:6hWHiqL9pFnfgbSAxxnfwm
Nobody Cares	LÉON	Treasure	spotify:track:6xIJG3cnd1O52dJTwtsBBl
Speechless (feat. RKCB)	Candyland, RKCB	Speechless (feat. RKCB)	spotify:track:0TMWGCBG1KdnEGwQhagp3t
I Care	Frances, Pomo	Let It Out	spotify:track:6dMEkiUUCt09BeeSVgIkao
Dancing On Glass	St. Lucia	Dancing On Glass	spotify:track:2khqMJ0UmmTCgiIjr8RhL3
Secrets	Jacob Whitesides	Faces On Film	spotify:track:4pBtffFohSRWLXPUTBojuP
Hot	POWERS	Legendary	spotify:track:4NtdkNudAf9vuF9zzpeJiL
Instinct	RITUAL	From the City to the Wilderness EP	spotify:track:62WXjNnIqmHfcTIg6A2joZ
Nottamun Town	LISTENBEE	Nottamun Town	spotify:track:3yql0EiyLkOg6V1K1njp74
Ruins	Ella Isaacson	Ruins	spotify:track:6OXU517AeB6iYEMy10rRmr
C.U.R.E.	BOOTS	C.U.R.E.	spotify:track:1kDVtWMDT5RnXHvymKgTyd
Just Like That (feat. Johnny Graves)	Pegboard Nerds, Johnny Graves	Pink Cloud - EP	spotify:track:0QCoA8f4gK0lGtGzCIrBjg
Flawless	Disciples	Flawless	spotify:track:2hr3kqWd9MJ1sWAhgCpzQf
Air	Basenji	Trackpad	spotify:track:2aB6ePZ506uV0hQRdQaFHw
Empty Hands	Pr0files	Empty Hands	spotify:track:6SSKR7x2un743k1L31c5bk
Death Row	Jimi Charles Moody	Death Row	spotify:track:5PMbYk8qnxHk11VC8vKsF3
The Answer	Savages	The Answer	spotify:track:3EkqGwaDQg4vkMHtcNZvpC
Woke in the Night, the Phone Was Ringing	Palace Winter	Medication	spotify:track:2DoAUg1ylfR1wRiQXzIJ44
Sun Leads Me On	Half Moon Run	Sun Leads Me On	spotify:track:69i9zXmMHg8VdjyiX5Wu4H
I'm Already Gone	ACES	I'm Already Gone	spotify:track:6yaopzMnKEEImSHWpFd1Vq
For Us	Arctic Lake	For Us	spotify:track:0UA6qu0q7LKR575c8nAkXP
RCVR (feat. Debbie Gibson)	Big Black Delta, Debbie Gibson	RCVR (feat. Debbie Gibson)	spotify:track:0EaqTZtx0wyKBT1VluOtCi
Magic Hour	Aoife O'Donovan	Magic Hour - Single	spotify:track:4AZVyZIcNwRov50o2s1c0i
Bleeding Love	ASTR	Homecoming	spotify:track:6dhrBcgqNrX4UPLJMvhbiq
Diamond (Gold Rush)	salute	Gold Rush	spotify:track:24RUTaJlzCW9VikFpv6bxy
Love For That	Mura Masa, Shura	Love For That	spotify:track:76I1mEj3vKHgwwO43MdNpI
Hawk Fly Tiger Run	Ofelia K	Plastic Flower	spotify:track:4CE0yVoaOEHWxswh3oriJp
Dark Skin Women	GoldLink	And After That, We Didn't Talk	spotify:track:5q3KB1x3ijlmigg9nNJ3uE
Same Air	The Rocket Summer	Same Air	spotify:track:3y25fm9OgsIypIMkRJwwvT
Nothing's Ever Over	TeamMate	Nothing's Ever Over - Single	spotify:track:3Xj266LmCjN81UkbfcTgdf
Hoops	JONES	Hoops	spotify:track:2ADQ1wlkKaybXVGpbSjBPj
In Your Eyes - Bonus Track	Kate Boy	One	spotify:track:6aoauCojiuzXfp6gz9jJWl
I Want to Know (Your Love)	Palmas	To the Valley	spotify:track:1041AugHRUItomim5CP2kv
Every Time I'm with You	Seal	7	spotify:track:1qFC4ot7cbcSLjY8uCKEdt
God Damn Fool	Charlie Sztyk	The Arc, Pt. 1 & 2	spotify:track:6FD9hoViQULQRf5YzREkQ5
Ego	Bibi Bourelly	Ego	spotify:track:7JGKgrQOPfhxnTkHtBAfg8
Leaves (feat. Káy Fresco)	M. Maggie, Káy Fresco	Vienna Genesis	spotify:track:55npDqc8tRb1oDCDiNsgNV
Wait and See (Deep Chills Remix)	Deep Chills, Monogem	Wait and See (The Remixes)	spotify:track:2MqpeGJmvOCDIqVLytEJxu
Looking Up	SafetySuit	Looking Up	spotify:track:7ezGYRSrMOywKamZ0LPVwR
Everybody's Son	CLOVES	Everybody's Son	spotify:track:2rUnScJ0Vc45Ol1A6prpUe
Live Young Die Free	FLETCHER	Live Young Die Free	spotify:track:2VPZMOVWSPVz7AQQj2KcXJ
Your Love feat. Max Marshall	Alizzz, Max Marshall	Your Love EP	spotify:track:3QlghHX1jPG5RJYFjrJCNW
Not Afraid	Basic Tape	Not Afraid	spotify:track:7HQr8s8z9Fsj6WwFrAOSn3
Made of Dreams	Brandyn Burnette	Made of Dreams - EP	spotify:track:5jg4ENeFFZPj2PV2BumX2i
Haunted - From ‘Secret In Their Eyes’ Soundtrack	Maty Noyes	Haunted (From ‘Secret In Their Eyes’)	spotify:track:6Eq08AKu4nZzjFLSNHEpK7
Don't You Wait	CLOVES	XIII	spotify:track:4x0KX2LdVnFF17zOoeNlRJ
Trouble	Cage The Elephant	Trouble	spotify:track:3pxw9Agh9VB9kyx79REpRQ
Shock Me	Baroness	Shock Me	spotify:track:6YNR1Traxs7kbEdYYkhxV7
Hot Coals	Edward Sharpe & The Magnetic Zeros	Hot Coals	spotify:track:78ZorvdOTTFRmj1Z8JrbD4
Closer Now	Kaptan	Sprinter EP	spotify:track:5LC4UdScNCDkBI1aN8CKWb
Further Away	Satchmode	Further Away	spotify:track:5svM675ZK6I18JIzbk5oED
Almost Done, Almost There	Hugh	Almost Done, Almost There	spotify:track:0nksePfZm79G9lrCigy5NG
T.I.W.Y.G.	Savages	T.I.W.Y.G.	spotify:track:4qbTTneEYxWhXdAzCuKXek
Green Eyes	Elias	Warcry	spotify:track:0nFAwOGB75ykhFY6hQ5s5P
Touch	MOTHXR	Touch	spotify:track:6zC2VKsuAPDqqY3n378lbB
Warning Pulse	Rare Monk	Rare Monk - EP	spotify:track:486mYZcsDgsYP9jlI2sgxl
Permission	Ro James	Permission	spotify:track:5uu3UiPWFJaKbmj1iKsenH
• Stick & Move	Jazz Cartier	Stick & Move	spotify:track:26RU0nZHO7Tq3jGfbrpIpp
Good Enough	Chelsea Effect	Good Enough	spotify:track:7C030F0wxthEdAXzOZrXYu
Lost On You	LP	Lost On You	spotify:track:7wylINr5Az61fe1D7dlFMw
Victorious	Wolfmother	Victorious	spotify:track:2YJJC7UBNxJYM3ErXh1FMl
Never Enough	Allie X	Catch EP	spotify:track:50lbug9P2tgkcRimbxvomQ
Through Your Eyes (feat. La Mar)	YesYou, La Mar	Through Your Eyes	spotify:track:6fMfT1xdvG7ZGRhpV7dxzT
Touch	KLOE	Touch	spotify:track:38hbJrx2RvScnMcp5PTJEP
Cloudy	Krayzie Bone	Chasing The Devil	spotify:track:1BzsXjLU3mmQtCgPWUekCq
Juice	Jay Prince, Allan Kingdom	Beautiful Mercy	spotify:track:3Zk95lhXUyxyqCY4AELYno
I Don't Wanna Love You	Prince Fox, Melody Noel	I Don't Wanna Love You	spotify:track:0nq0Uc8fH2KXrOvoDP9Ppz
19 in Mexico	Sofi de la Torre	Mess	spotify:track:4laFlvKW29mVvlU7v9b1bf
Wall Watcher	Sunflower Bean	Wall Watcher	spotify:track:7dUlI35cFUkCac9O5VvebD
Love You Cause You're There	Hidden Charms	Love You Cause You're There	spotify:track:2nieDNf8N11oTKX4WXynYj
Let's Fall in Love Some More	Al Bairre	Experience the Al Bairre Show With Al Bairre Experience	spotify:track:1SZN00cfG8T8UxDmJeqjuv
Faking	Lucas Nord	Faking	spotify:track:6hNgRuZDKJHUQJNnkiDoMK
Fever	Lenno, Benson	Fever	spotify:track:2FrUZyVaogYjfRMrgRAgQg
Pull Me Up	Good Scott	Pull Me Up	spotify:track:1DkuMdtmbHGjvVZu6Ogp1Y
Lightwalk	Solo Woods	Lightwalk	spotify:track:2B9njFvnug9LvKfkDeGs54
Bullet Belt	Shovels & Rope, Butch Walker	Busted Jukebox, Volume 1	spotify:track:3G8lq1Yi5QaCOLQ1KMiIX2
Free Animal	Foreign Air	Free Animal	spotify:track:7jPGP8xGJVa3neONGmh0IQ
Saint Cecilia	Foo Fighters	Saint Cecilia EP	spotify:track:7bdUH0npz854dv3plG8ieT
Hotline Bling	Glass Face	Hotline Bling	spotify:track:7fTiX7AKZ5NKWFvOpZ7NcR
Numbers	DiRTY RADiO	Numbers	spotify:track:1PFMLhNv7VgqPsREJn6WI7
Love in the 90z	Mack Wilds	Love in the 90z	spotify:track:0HsQru6vR75ei28hgaglP6
Fool 4 You	Mr Little Jeans	Fool 4 You	spotify:track:68zaQEJiaMEOFxhBaAVpL3
Chills	Lastlings	Chills	spotify:track:5RDhAkezOXWaWxXhUPa4vu
To Know You	Wild Nothing	To Know You	spotify:track:0WlgCF6HgmDRSnn20sFRIA
Making All Things New	Aaron Espe	Making All Things New	spotify:track:0g3Vm5xbQsDslbTeN9SwEb
Rites of Passage	Third Eye Blind	Dopamine	spotify:track:35K6AQNSrfSclIICvAQrkA
River of Nile	Wild & Free	The Moonhowler	spotify:track:7z5GuYiPtOKh4zOrIOd5rP
Enigma (feat. GRRL PAL)	SLUMBERJACK, GRRL PAL	Enigma (feat. GRRL PAL)	spotify:track:5wd14CMjlqbSjibnpoTgla
Into the Night	Madeline Juno	Into the Night	spotify:track:6x8Ubzs2kh0hEiSIZHWQBb
Heartburn	Wafia	XXIX	spotify:track:1WUpGgEBk4BwS092vyRqn6
Then People Forget	PÆRISH	Then People Forget	spotify:track:41WUvfc32LJSLkBjIb1ey7
Renaissance (feat. Clairity)	Steve James, Clairity	Renaissance (feat. Clairity)	spotify:track:2OkU57LVQoynnVyLE1LrPN
Slow Down	Sigma, Jetta	Life (Deluxe)	spotify:track:5JZIQKv8D5ULr6bpeZqXdm
Learning for Your Love	Marcus Marr, Nick Murphy	Work	spotify:track:2cqi4wIqWdwBi2tayo4Qbe
Temporary Love	The Brinks	Temporary Love	spotify:track:2U6hcDLZHYRSd9Up0mMe9W
FloriDada	Animal Collective	FloriDada	spotify:track:03nlNrkMdFewT8lgYOW1LS
You Always Win	Dropout	You Always Win	spotify:track:7mfpowAA0gJGsH1Eu1cWtA
Physical	St. Lucia	Physical	spotify:track:3USeLeyqVyISwZtc2WFUWz
Remember	Sammy Adams	Remember	spotify:track:3JXjF8SHawbXOHwqOdhL81
Romeo	Chairlift	Romeo	spotify:track:1e7Wb8ktQRZS70hyrJJLCh
Give It Up	Misun	Give It Up	spotify:track:6YO8BxnG9a5m7uoaXitDYm
Get Away	Paperwhite	Get Away	spotify:track:1PfknowjZCrK5JGt6EBAed
All My Life	DAISY	In Retrospect	spotify:track:0k8sfzkfyju6WfK34uz1HG
One and Only	Royal Tongues	One and Only	spotify:track:3AOaDBIZ6ceHtCUwYIOSB5
Pen To Paper	Modern Space	Pen To Paper	spotify:track:5YTsTuGhQyYNWCVFNjkxQV
Born Again Teen	Lucius	Born Again Teen	spotify:track:7hLRO5yZXsQEXHN40f8pLC
Wake	Brothertiger	Out of Touch	spotify:track:4N6nLE19ChyIwNjTb7Kern
I Need You	Angel Snow	I Need You	spotify:track:54I6JbzQLkRoMZs905Loyw
Watch My Back - Son Lux Remix	BASECAMP, Son Lux	Watch My Back (Remixes)	spotify:track:3BSfJ5TmIcgCGUGUsOcTTC
Lucy The Tease	Allan Rayman	Lucy The Tease	spotify:track:7o2OlQJYtuBPvJmTf2E0FF
Pieces Of Us	The Half Earth	Confidence Is Bliss	spotify:track:1vOTyUkPt2fppitvy1EPNu
Reappear (feat. Scavenger Hunt)	The Electric Sons, Scavenger Hunt	Golden Age - EP	spotify:track:4oZRYvGoGrsDcDxe4tG28s
Landslides	Zara Kershaw	Landslides	spotify:track:6gKljEBrPsxPxQNwG164ED
Girl From Conejo Valley	M. Ward	Girl From Conejo Valley	spotify:track:4K5eycC3bnoU9h48ORD9vK
Too Late To Say Goodbye	Cage The Elephant	Too Late To Say Goodbye	spotify:track:23VitPNtCelBLrl2sWm3VY
Runaway	WATT	Point Break (Original Motion Picture Soundtrack)	spotify:track:3XGHqNgaf8zgT7yTizhSrK
Hourglass	Lily & Madeleine	Hourglass	spotify:track:1DUIfwbqVvNz6AD6jKSKVL
All I Want	Echos	All I Want	spotify:track:131238YaFuENJIfhEu7Urs
Bitter	I Am Karate	Bitter	spotify:track:1KKSKu3whzM5oSnXau6iGU
I'd Love To Change The World - Matstubs Remix	Jetta, Matstubs	I'd Love To Change The World (Matstubs Remix)	spotify:track:6ce17pZwsMcYNab5IaC5MQ
Aphrodite	Satellite Mode	Aphrodite	spotify:track:0MwzF59BGvSCbfj0cTsoS3
Alone	Tchami, Illangelo, Chuck Ellis	After Life EP	spotify:track:17axsTlB7sJep5CPqdJqF9
Take	Lewis Lane	Take	spotify:track:4UVuETrbZitabkwf4JeQLQ
The Deep	Coyote Kisses	The Deep	spotify:track:5hedtYhbsLemU9xEzAQ4t7
Extraordinaire	Jidenna	Extraordinaire	spotify:track:6copW2pUyEQ6rVL20YlWX9
Beastmode (feat. Hodgy Beats)	Alvin Risk, Hodgy	Beastmode	spotify:track:3l1IbQiXVvogTiaWlsJvZB
U & I - Froogle Remix	Diamond Eyes, Froogle	U & I (Froogle Remix)	spotify:track:3vuzL10SFuRkilrk6NVkOy
Freakin	Tchami, Dombresky	After Life EP	spotify:track:0bYai6CumVxlrymwWgQyDr
Maybe We'll Change	Photo Ops	Maybe We'll Change - Single	spotify:track:6kQOf4L1fR2mlddFsh46fo
christmas will break your heart	LCD Soundsystem	christmas will break your heart	spotify:track:0dMGq0YUOik1rMZicB96Qa
Floaty Feeling, Blue	Weekender	Floaty Feeling, Blue	spotify:track:7K4r6kMp6tInHv803v1nCG
No One Says You Have To	Kevin Devine	Devinyl Splits No. 5	spotify:track:20GjKULUInZu1Lai1YYCqb
Nonstop	Dreezy	From Now On	spotify:track:1ZXYR4JCFCYvuHOh6UbREJ
Faking It	Olivia Noelle	Faking It	spotify:track:7amArAypTKz9dSWsNFEtvs
Dizzy Mornin'	Blended Babies	4	spotify:track:2LXQVPcNFXJOODQmXSx5rf
Hello	Coheed and Cambria	Hello	spotify:track:2jAWYiqMEZvuFfTEPMLMLQ
Exit 353	Damien Jurado	Exit 353	spotify:track:68060THs0I6nDVd49QutUL
A Wonderful Life	Brian Fallon	A Wonderful Life	spotify:track:6K0upf6Q7FoLYmF2lc86B9
Hot Air Balloons	Blue House	Hot Air Balloons - Single	spotify:track:6FUumqtSepnlC7zwI81K5z
On The Run - MOUNT Remix	KYTES, MOUNT	On The Run (MOUNT Remix)	spotify:track:6Y5xCfjnfdk4Lni9p9noBq
Higher	Two Another	Higher - Single	spotify:track:7z8v2fiHVh0NrT0fNLBweM
Blanket	Oh, Be Clever	Blanket	spotify:track:3MNfbZk8jS7JmCTrds2cTr
Moth to the Flame	Chairlift	Moth to the Flame	spotify:track:6fykOTaQUHbvT4rKOCtxJF
All That's Left (feat. Joni Fatora)	Manila Killa, Joni Fatora	All That's Left (feat. Joni Fatora)	spotify:track:2znIzTWdQBzkPSLuXWl14Y
All I See (feat. Laura Brehm)	Draper, Laura Brehm	All I See (feat. Laura Brehm)	spotify:track:19foFjn93KJtO60xBx0vkz
Love Again (feat. Ouici)	Keys N Krates, Ouici	Midnite Mass EP	spotify:track:6IEn8UmQAdIuwbdaroBU1m
Loud(y)	Lewis Del Mar	EP	spotify:track:1F9VHQTqQixNvbBNQiJHnx
Work Away	Classified, David Myles	Greatful	spotify:track:5HN63CaUNPg2tYUIVQzdmG
Into The Night	Cardiknox	Into The Night	spotify:track:59orQfWNiDej4z7nYJNBsM
Pigments	Elohim	Pigments	spotify:track:26wYHdWRmOmbGKW68JgqZ3
I Do, Do You?	Highs	I Do, Do You?	spotify:track:5p9chSKiVHSbTmTbmmVZ74
Heaven	Majical Cloudz	Wait & See	spotify:track:1dHesRvlY34YhtccEWINe8
Conqueror	AURORA	Conqueror	spotify:track:5yqJhxkeQoyGrBjVWhXlqN
Dreamers	Willa	Dreamers	spotify:track:10RfpkU43qs0Os8emTurH6
Troublemaker	Grizfolk	Waking Up The Giants	spotify:track:472mFdP6wkHO6xzKn5F4et
Heart In Two	Reuben And The Dark	Heart In Two	spotify:track:0l3Mf6G6tqVAIDXgLlHu7U
Say a Prayer for Me	RÜFÜS DU SOL	Say a Prayer for Me - Single	spotify:track:3AWd41JqIpnhcl7RsBZOzK
Come	She-Devils	She-Devils - EP	spotify:track:17esCMoKlyO8Jg8noOchiR
Limitless (feat. Delaney Jane)	Adventure Club, Delaney Jane	Limitless (feat. Delaney Jane)	spotify:track:7j3HTSCtsbMGDUBwiAP7pw
Waterfalls	LVNDSCAPE, Holland Park, Nico Santos	Waterfalls	spotify:track:03RwdIvdmGXNxaqoT4iopD
Amerika	Wintersleep	Amerika	spotify:track:5SFiYvM27yGmzkuVQDlZkT
Three Packs a Day	Courtney Barnett	Three Packs a Day	spotify:track:4id9mYUgiFZl1EIbk7x2Ot
I Wanna Make It With You	Michael Bernard Fitzgerald	I Wanna Make It With You	spotify:track:2l9HhLPMQRBip6eLllGXVd
Pawn Shop	Brothers Osborne	Pawn Shop	spotify:track:2fescJo3flPIy7XQKnXsQk
Roller	Quilt	Roller	spotify:track:7CJZC0xcrGdCmlE1PVfo7z
Sarah	Memoryhouse	Sarah	spotify:track:7sfHAncPgyGJmizDv0dUDy
Run (feat. Lady Leshurr)	Tiggs Da Author, Lady Leshurr	Run (feat. Lady Leshurr)	spotify:track:6hIIF9MrnRtAJOVcKFWCg6
Riverbank	Bolier, Mingue	Riverbank	spotify:track:4eG4eNTXUDHpaWsbsTTBcU
Every Night You've Got to Save Me	Mass Gothic	Every Night You've Got to Save Me	spotify:track:3AZQW2uN6d2iOtWi6mmya1
Home Sweet Home	The Lovelocks	Home Sweet Home	spotify:track:6QldflhkQ4rCNTU8oYa6fB
Holding On (feat. Anuka)	Pham, Anuka	Movements	spotify:track:5mg8SptNecfX5mKVmxY8sR
Madness	Lucius	Madness	spotify:track:0JKVxaV2HEkRi6YAkpFssT
Work It Out (feat. Digital Farm Animals)	Netsky, Digital Farm Animals	Work It Out (feat. Digital Farm Animals)	spotify:track:7L2H9LWWKBLhITaUZLFMdy
Heading Home	Gryffin, Josef Salvat	Heading Home	spotify:track:4iZ3YEN89TU8Uwan4NwkB8
Perfect Tense	Fallulah	Perfect Tense	spotify:track:5TVTqtFNqOlOKGtEHeBUeh
Malt Liquor	Lewis Del Mar	EP	spotify:track:1FdeImgpAz0XIxxinfflT3
Gambling Hearts	Harrison Brome	Gambling Hearts	spotify:track:5asY7Aao5UJi7oOtZuIhac
Florida	The Range	Florida	spotify:track:7iyvUf1HzS4yMwVjH80ENB
Inheritance	Harriet	Inheritance	spotify:track:2ypVXIeQ6g6PAqRJY029yt
I Don't Love You	DJDS	I Don't Love You	spotify:track:5MtvA4q1RrIxkYvfHfgTiE
Turning a Hand	Francis	Turning a Hand	spotify:track:1pGikkyyADaWcy4Esi3XNX
Flatlining	She Is We	Flatlining	spotify:track:5SHPqQmCmNkUpYBV6uTO7S
Help Me Run Away	St. Lucia	Help Me Run Away	spotify:track:6o14cBkDijtlVL9So2Os4p
The Ransom	Catey Shaw	The Ransom	spotify:track:6wAKUpbP54YlAzRSqLWRuf
EOS	Rostam	EOS	spotify:track:0l0X8CasihnENhRR9RNC5n
Wild West	Lissie	Wild West	spotify:track:4HiRmXviknHG0hn2WVTG1Y
Choke	King Charles	Gamble for a Rose	spotify:track:0SyQkD4oa1NU3XeEXb7DGI
Trouble Ahead	WØLFFE	New Moons: Vol. V Pt. 1	spotify:track:2Ywlnp34ifPZrJqjKCCPsd
It's Only A Dream	Modern Space	It's Only A Dream	spotify:track:167hm2R9zKkCFec4yPtziT
Gone	Day Wave	Gone	spotify:track:6OJMVcgJYX3rJrjN6txUOI
Part One - Hey, No Pressure	Ray LaMontagne	Part One - Hey, No Pressure	spotify:track:64aCMaBE1o5aExuqAtVht6
House Of Moody	Jimi Charles Moody	House Of Moody	spotify:track:59YX7tyqUGtLcwHwyGR1so
Drive	Glades	Drive	spotify:track:7GWaGnbGZEg1Pquhr07cVz
Cold Winter Love	Alexander Asp	Cold Winter Love	spotify:track:4rVjnWjnmoH9PaXDSGedba
Remember Me	Jacob Latimore	Remember Me	spotify:track:2lfOGRmYAjAojheCOR9hj8
Space & Time	FMLYBND	Hearts on Fire	spotify:track:69bDWDEg9u92Aghf0eyUjH
Dancing Around It	Charles Kelley	Dancing Around It	spotify:track:2uBMUnaJHdslAfLRpxMl92
Show U Off	Chairlift	Moth	spotify:track:7mCOGfiYuxpQK3RxdK3Wez
Lost	TENDER	Lost	spotify:track:2AQq2h8wys4MZwGhiSCFkc
Shackled Up	Alex Vargas	Giving Up The Ghost	spotify:track:0Lyp29r2FwBglXo3DOGeDh
Higher Than I've Ever Been (feat. Dominic Lalli)	Gibbz, Dominic Lalli	Higher Than I've Ever Been (feat. Dominic Lalli)	spotify:track:1cH8OqrGa7TESdTxzeAiuz
RED, WHITE & YOU	Steven Tyler	RED, WHITE & YOU	spotify:track:3P7uAGzXdzTSrhJSawbjTe
Insane In the Brain	Cold Chilling Collective, Buster Moe	Cold Chilling - Compton	spotify:track:6z8KI6xIP2wLAkoRA6TGZ3
Lie Lie Lie - Live from 11th Street Records	Metric	Spotify Sessions	spotify:track:2cDGeAYyFTICmBsAwn64ef
Sad Person	Savages	Adore Life	spotify:track:3CmPoNTAAm3HOvN7WBbIKI
Time to Go	Fascinator	Time to Go	spotify:track:5yCRQHeApOKC9SpIwt25tq
Wishful Thinking	Ben Hobbs	Wishful Thinking	spotify:track:79lvJRTc9NQbQJjtFd3IbI
Don't Need Much	Travis Mills	Don't Need Much	spotify:track:72vsIS5rCEW20gddLe6swQ
Used	Strangers You Know	Used	spotify:track:4pjiK3ZbfKcRt71VzgeDOk
You're the Best	Wet	Don't You	spotify:track:6dHrWj35HXTGvlCasE5VAA
Game 4 U	St. Lucia	Matter	spotify:track:2cdigj2nRgiqDTA6fxha0s
Not Above That	Dawn Richard	Not Above That - Single	spotify:track:2I68J8QjcrQFyGAaTIufZM
