Maybe Songs	Artists	ID	ExCol
FUBU	Royce Da 5'9", Conway the Machine	The Allegory	spotify:track:6zknFypFT0EwgbfU0plj3W
Ding! - Street	Royce Da 5'9", DJ Premier	Hit 'Em / Ding!	spotify:track:30FE58WPIBnlCJPUjW2tYM
A LIGHT THAT NEVER COMES REMIX - Vicetone Remix Dub	Linkin Park, Steve Aoki, Vicetone	A LIGHT THAT NEVER COMES REMIX	spotify:track:1Ks5h2JeOm98Q7PtmxT6fe
Foreigner's God	Hozier	Hozier (Deluxe)	spotify:track:1MTeYj6PAHg9lbSu8tfC4k
Walk on By	Thundercat, Kendrick Lamar	Drunk	spotify:track:5Nu3eYWwePtgFpFDQ1JXgW
God Breathed	Kanye West	Donda (Deluxe)	spotify:track:1nGNm9hTNOcM1rA4SVS4zj
Pimp Hand	Vince Staples	Prima Donna	spotify:track:6pNzEI9Fyf981Wr9mhJ8Bp
glo_up (feat. Rick Ross)	blackbear, Rick Ross	cybersex	spotify:track:1WtrCehjHjTwXgUZkIUvGj
Echo (feat. blackbear)	Maroon 5, blackbear	JORDI (Deluxe)	spotify:track:54WpJSyO81dpA40MKJHd0C
A Letter To My Younger Self (feat. Logic)	Quinn XCII, Logic	A Letter To My Younger Self	spotify:track:73681b7Hc0THHGZrSzl75y
SuperXero - By Myself Demo	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:0ywt6qBMTihe0247PezuOW
Sugar Coated - Live in Ireland	James Blunt	Chasing Time: The Bedlam Sessions	spotify:track:5RSqqCKVw80n16cY51Rm6I
Perfect World - Live from Spotify Amsterdam	Kodaline	Spotify Sessions	spotify:track:0V1AQVuPg6KGl2n66V7P2Q
Have Yourself A Merry Little Christmas	BANNERS	Have Yourself A Merry Little Christmas	spotify:track:2ySCPtr4jLMS2JSY1ztGnm
m y . l i f e (with 21 Savage & Morray)	J. Cole, 21 Savage, Morray	The Off-Season	spotify:track:1D3z6HTiQsNmZxjl7F7eoG
Don't Let It Hurt You	Joshua Radin	Here, Right Now	spotify:track:725xZw2c3JwKQJgefldrnc
Gasoline - Live From Webster Hall	Halsey	BADLANDS (Live From Webster Hall)	spotify:track:3YJodNgpR0jCRk0IsYcF2K
Dream Forever	Hopsin	Knock Madness	spotify:track:4PPNQ6Hsah4NJqLNE3HHxY
Cole World	J. Cole	Cole World: The Sideline Story	spotify:track:6qwGBEapykrbAHTYlYwONN
Daemons	XXXTENTACION, Kemba, Joey Bada$$	Bad Vibes Forever	spotify:track:4CuxcBpQnw3Itmp5VQoCHj
Honest Mistake - Larzz Principato Remix	Handsome Ghost, Larzz Principato	Honest Mistake (Larzz Principato Remix)	spotify:track:72eT6zKNGYLeCEIygRBPyz
Wicked - Loote Remix	mansionz, Loote	Wicked (Loote Remix)	spotify:track:1zvDj38SSPKyVu6bfeqacg
Wicked - Rat City Remix	mansionz, Rat City	Wicked (Rat City Remix)	spotify:track:6gx4oiI7sJX6LDxz7nXs6q
True Affection	Father John Misty	I Love You, Honeybear	spotify:track:4qG7NaN5VGPE2HPFKFHKCs
Running Away From Love	Taylor Locke	Running Away From Love	spotify:track:0sCEHJpHbOzcBbyW3H6RZE
Heads And Tails - Acoustic	BANNERS	Always Yours	spotify:track:0BNsMLwDqjOMGjHzrEHIPS
Pillow	Kelvin Jones	Pillow (Remixes)	spotify:track:7I1jIeBQRjbi8hFY5PMmFZ
Pillow (nine Remix)	Kelvin Jones, NINE	Pillow (Remixes)	spotify:track:5mhMBm5Zk9J2YwLLamJj4h
The Last Of The Real Ones (Remix) [feat. MadeinTYO & bülow]	Fall Out Boy, MadeinTYO, bülow	The Last Of The Real Ones (Remix) [feat. MadeinTYO & bülow]	spotify:track:0INAgsMJSIwCcWTgIuyaMY
The Last Of The Real Ones (Win & Woo Remix) [feat. Princess Nokia]	Fall Out Boy, Princess Nokia, Win and Woo	The Last Of The Real Ones (Win & Woo Remix) [feat. Princess Nokia] [Win & Woo Remix / Spotify Version]	spotify:track:7KjooZftTHMOu8sqMhr3lQ
HOLD ME TIGHT OR DON’T - VALNTN Remix	Fall Out Boy, Valntn	HOLD ME TIGHT OR DON'T (The Remixes)	spotify:track:07JMDWTredDiRtqWbeZcL4
The Last Of The Real Ones (Milk N Cooks Remix) [feat. Princess Nokia]	Fall Out Boy, Princess Nokia, Milk N Cooks	The Last Of The Real Ones (Milk N Cooks Remix) [feat. Princess Nokia]	spotify:track:451xqlIw3EDo2zRDYgwSLm
I Wanna Dance With Somebody (Who Loves Me) - Recorded at Spotify Studios NYC	Fall Out Boy	Spotify Singles	spotify:track:3Nca5js9xKegX655YZ43Uq
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Vintage Culture & Bruno Be Remix	Martin Garrix, Macklemore, Fall Out Boy, Vintage Culture, Bruno Be	2019 Remixed	spotify:track:3vWtVy3fjfNzqQh7Je4l7Z
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix	Martin Garrix, Macklemore, Fall Out Boy, Tiësto	Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes]	spotify:track:55nMnifaQWKe3f9cbwOXwx
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)	Martin Garrix, Macklemore, Fall Out Boy	Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)	spotify:track:7Feaw9WAEREY0DUOSXJLOM
Changes	A$AP Rocky	TESTING	spotify:track:1dzwFgBlZNxt28aQOinNGn
Jesus Wept	Sia	This Is Acting (Deluxe Version)	spotify:track:5DET60fn3RK36r6qc934tb
Back To Earth - LA Riots Remix	Steve Aoki, Fall Out Boy, LA Riots	Back To Earth (Remixes)	spotify:track:3he2e1Zk3VAkfV6Jndlllt
Back To Earth (feat. Fall Out Boy) - The Chainsmokers Remix	Steve Aoki, Fall Out Boy, The Chainsmokers	Back To Earth (Remixes)	spotify:track:3eRLsXrQcqkW4TRGnaEziv
Sugar, We're Goin Down - Leaked In London	Fall Out Boy	Sugar, We're Goin Down (Leaked In London)	spotify:track:0Ds4apLbFXWXH9rY0U3S66
Alone Together - Krewella Remix	Fall Out Boy, Kris "Rain Man" Trindl	Alone Together (The Remixes)	spotify:track:07cY8RVMoK11sRdLIUINW6
Kingdom Come	Jon Bellion	The Separation	spotify:track:2TpZlmChocrfeL5J6ed70t
The Return	Logic	YSIV	spotify:track:5ZcMWSpUeUPvO87FkSZbJB
Grand Theft Autumn / Where Is Your Boy - Acoustic	Fall Out Boy	My Heart Will Always Be the B-Side to My Tongue	spotify:track:02WfKxLdKIHi5grvCiY2cs
Grand Theft Autumn / Where Is Your Boy	Fall Out Boy	Take This to Your Grave	spotify:track:3JOdLCIBzQYwHIvpN3isVf
Grand Theft Autumn / Where Is Your Boy	Fall Out Boy	Live In Phoenix	spotify:track:3FMS3X91AaCFUyUQCnAdZ6
Above The Law	The O'Jays	Above The Law	spotify:track:5Y52DuKtUOZ8ZTtFXT7KIi
Obvious (feat. Rico Love)	Big K.R.I.T., Rico Love	K.R.I.T. IZ HERE	spotify:track:3cTEbUCgeaismV1mGpHBRx
Coloratura	Coldplay	Music Of The Spheres	spotify:track:0jH7gF7KCk2Lom9gimaKms
Parting Glass - Live at Wembley Stadium	Ed Sheeran	x (Wembley Edition)	spotify:track:74sKqdbIzz8Q5k1uFGQIW7
Running From Lions	All Time Low	Put Up or Shut Up (Deluxe Version)	spotify:track:7xyiVGD6wP114goNQ5FjM2
Top Shotta (feat. Joey Bada$$)	Termanology, Joey Bada$$	More Politics	spotify:track:3SoEnyE7jOOOET4qMTPuPv
ARE YOU WITH THAT?	Vince Staples	Vince Staples	spotify:track:5OFEJMirg4NPz7G1zgXDYu
I Won't Let You Walk Away (feat. Madison Beer) - Radio Edit	Mako, Madison Beer	I Won't Let You Walk Away (feat. Madison Beer) [Radio Edit]	spotify:track:02luOsVJEhcVH5Zf3n7Gq6
Say It	Houndmouth	Little Neon Limelight	spotify:track:4hqsg6viSC2UoLKUydMFOO
January Gloom (Seasons, Pt. 1)	All Time Low	Wake Up, Sunshine	spotify:track:2UQ7yB7jUsLTf3lNfrL2QV
Present Without A Bow - From The Kacey Musgraves Christmas Show	Kacey Musgraves, Leon Bridges	The Kacey Musgraves Christmas Show	spotify:track:1WiQQafzjfgyXrtb61Y6uv
DJ QUIK	Vince Staples	RAMONA PARK BROKE MY HEART	spotify:track:3MVFHHeksQCnVuKOjPN01M
3500 (feat. Future & 2 Chainz)	Travis Scott, Future, 2 Chainz	Rodeo (Expanded Edition)	spotify:track:1SGt65i9AnXYdDQt1AtDRH
Run Into Trouble	Alok, Bastille	Run Into Trouble	spotify:track:5C2mUkFTs51bizl4LAaqRy
EAST POINT PRAYER	Vince Staples, Lil Baby	RAMONA PARK BROKE MY HEART	spotify:track:0mTWyEt0taYEFpUfAyjqmf
My People (feat. Jay Rock)	Kendrick Lamar, Jay Rock	My People (feat. Jay Rock)	spotify:track:00hvcwPYcoUTjibMrRPyyj
The Rare Auld Times	Kodaline	One Day At A Time (Deluxe Edition)	spotify:track:7wvn3Sf1vxR5qPXyYkdRqd
Make Me Better	Ten Fé	Make Me Better	spotify:track:36FSlVCwfbz9Rmxgwd4PTt
Adult Swim - Recorded At Spotify Studios NYC	Jon Bellion	Spotify Singles	spotify:track:22Q710MZe6lV8NGyA0DsLS
Sail (feat. Kendrick Lamar & Ab Soul) - TDE Remix	AWOLNATION, Ab-Soul, Kendrick Lamar, TDE	Megalithic Symphony (10th Anniversary Deluxe Edition)	spotify:track:5GChOpEKNxYXIRUxto2bWp
All We Know	Alessia Cara	The Pains Of Growing	spotify:track:6Dw696uOB5aKDyLzUJREBr
Adore the Sun	Prince Daddy & the Hyena	Prince Daddy & The Hyena	spotify:track:3szVFyeHVLqs1fAXLqBbio
Constant Crush - Mansionair Remix	VÉRITÉ, Mansionair	Constant Crush (Mansionair Remix)	spotify:track:4WMCllwqU4hot6yqJcxWoH
When You're Gone - Orchestral Performance	VÉRITÉ, Little Kruta	Bunker Studios Sessions, Brooklyn, NY	spotify:track:64He41Lb6WWdxsNQA4KQjc
flirt right back	blackbear	cashmere noose (Deluxe)	spotify:track:7MYSVvlHKd9AUsLeMucMsJ
Whispers	Halsey	If I Can’t Have Love, I Want Power	spotify:track:6k0G9c3NZtHWAiIVwUBqkv
Flowers	Other People's Heartache, Bastille, Rationale, James Arthur	Other People’s Heartache (Pt. 4)	spotify:track:2th0MaBWUzm4fgXrKSx7xL
Like You - Live Off The Floor	Alessia Cara	This Summer: Live Off The Floor	spotify:track:4SKc6fzT8WBksUFCvf4CkC
Sativa	Jhené Aiko, Rae Sremmurd	Sativa feat. Rae Sremmurd	spotify:track:5oKxax66OjT1ZD8UTCy61h
Cinema	Jason Evigan	Cinema	spotify:track:06vVAKe5RczpIpCRJpcYNU
SICK OF IT ALL	blackbear	ANONYMOUS	spotify:track:3GZ2y6xONJAMMDst36vXr3
Saint - Tigertown Remix	VÉRITÉ, Tigertown	Saint (Tigertown Remix)	spotify:track:2lQR60QYhjLrzUsqnuj0iu
Saint - Audiotree Live Version	VÉRITÉ	VÉRITÉ on Audiotree Live	spotify:track:0SHeD7SDSNpiRzMyBSKEkL
Wastelands	Linkin Park	The Hunting Party	spotify:track:3S8MFB68isPbRVgaU0MaIW
I've Been Up	Royce Da 5'9"	Success Is Certain	spotify:track:3ZioGe3cGsIK4sNudmbIw9
Crash and Burn	Thomas Rhett	Crash and Burn	spotify:track:7IAWwCJwJyDze679B3bSGP
All for Nothing (feat. Page Hamilton)	Linkin Park, Page Hamilton	The Hunting Party	spotify:track:5Rcs3fREgibWujLUlUb8KA
Mother Maple	Chadwick Stokes	Mother Maple	spotify:track:3dpIsiHTChtHWC6iFLH6zS
When You're Gone - Audiotree Live Version	VÉRITÉ	VÉRITÉ on Audiotree Live	spotify:track:5XI25P66lj9s0G5uJNKiCA
Jolene	The White Stripes	Hello Operator	spotify:track:6SclOa7QQZgSTRjbD6Y9oq
False Alarms (with Jon Bellion)	Lawrence, Jon Bellion	False Alarms (with Jon Bellion)	spotify:track:05J50VX6xpsMYAqOb0atmk
you are my sunshine	Christina Perri	songs for carmella: lullabies & sing-a-longs	spotify:track:4cNpO3kF8rqcH8G3huFCJp
it’s a small world	Christina Perri	it’s a small world (from “At home with the kids”)	spotify:track:3HhPujpvTyet9OYMjRiyP5
Conducta (feat. Clairo & Nofunbuster)	Osquello, Clairo, Nofunbuster	Conducta (feat. Clairo & Nofunbuster)	spotify:track:1CacqV9Z6kyJQ7DUhFqmSN
Tribe (with J. Cole)	Bas, J. Cole	Milky Way	spotify:track:0YAQnYt2oB8OdoaeqnHyTI
bang bang bang - Live at the Ocean Way Studios	Christina Perri	the ocean way sessions	spotify:track:46f4HPGkXWZOrzjSFtxoEI
500 Benz	Joey Bada$$	500 Benz	spotify:track:1bFTbcaNB7jkJEErnmSxdb
If I Wasn't Yours, Who Was I	TOMI	If I Wasn't Yours, Who Was I	spotify:track:5IMW5f72HO6Y3Kl2sKKugT
These Demons (feat. MAJ)	Eminem, MAJ	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:086LXfSk4U5XEALardCE7k
Let's Begin (feat. Roc Marciano, RZA, B.Keyz & Travis Mendes)	Jon Bellion, Roc Marciano, RZA, B.Keyz, Travis Mendes	Glory Sound Prep	spotify:track:2X1Tygc4uVunRgzNkFb1mG
Orphans	Coldplay	Orphans / Arabesque	spotify:track:6muOWhMh7Tf0UFUtMDBhUR
tragedy - Live at the Ocean Way Studios	Christina Perri	the ocean way sessions	spotify:track:7ohfcf7rKrLgXStJzofgtd
everything interlude	Kehlani	blue water road	spotify:track:3WnGLAKOeutk6CPmWQ0G2i
Missing The War Yellowcard Soundcheck - Acoustic	Yellowcard	Missing The War Yellowcard Soundcheck (Acoustic)	spotify:track:2xZwiqnJl4Tdb5rPDd0Dwa
you've got a friend in me	Christina Perri	songs for carmella: lullabies & sing-a-longs	spotify:track:0AZ6Tdl0UvOWTMngIffzDS
the rainbow connection	Christina Perri	songs for rosie	spotify:track:3gxgI2m9D7SmDyKKZd2j3S
when you wish upon a star	Christina Perri	songs for rosie	spotify:track:2xagxXsIEZ4fJnWXTkzCzN
Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)	Beast Coast, Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly	Escape From New York	spotify:track:0q3C21uLnMbPVBlO0vaPhi
BURNT AF	blackbear	ANONYMOUS	spotify:track:6J4U2Tk6R6JJcvFyhzI6Vm
Let It Carry You	José González	Vestiges & Claws	spotify:track:5w7yQSZW3YS32abOWzPX9t
Simple Things (feat. Christina Perri)	Alexander Cardinale, Christina Perri	Simple Things (feat. Christina Perri)	spotify:track:5r0SIoi8bnhHybW3ykNHts
A Light in the Addict (feat. Party Supplies and Black Atlass)	Action Bronson, Party Supplies, Black Atlass	Mr. Wonderful	spotify:track:5GisqerxbZF3muext15vM4
Dua Lipa	Jack Harlow	Come Home The Kids Miss You	spotify:track:0LnS7aOdOdI1dNKZqdOLz4
edelweiss	Christina Perri	songs for rosie	spotify:track:6oDe3eIQbq1v3VsBMp0uMk
Mojo So Dope	Kid Cudi	Man On The Moon II: The Legend Of Mr. Rager	spotify:track:6hPSal3ragmfUt1I5mKZjn
Run Into Trouble - Jonas Blue Remix	Alok, Bastille, Jonas Blue	Run Into Trouble (Jonas Blue Remix)	spotify:track:7abXMexuLwxhGw2DVsNrfI
Love Me Still	The Head And The Heart	Every Shade of Blue	spotify:track:604U7atn200wGCiyYihsnG
you mean the whole wide world to me	Christina Perri	songs for carmella: lullabies & sing-a-longs	spotify:track:0tShdTlRbZas6OFwEkX56U
Prairies (with mxmtoon)	BoyWithUke, mxmtoon	Serotonin Dreams	spotify:track:7w2iqaRxQgAGnkOdMhsiqu
tangerine	Kehlani	blue water road	spotify:track:4Js74DCY9nFlGR9JWqfNVg
How U Feel (feat. Joey Bada$$)	$NOT, Joey Bada$$	Ethereal	spotify:track:0nwp4tA6pveuHJ45CY0G9O
Cartoon	Kendrick Lamar	Mo Thugs Records Presents: West Coast Bangers, Vol. 2	spotify:track:31Yebmn7gDvxc0yjRV8M5t
Still	Statik Selektah, Termanology, Kendra Foster	Still 1982	spotify:track:0bMaa8IlFDTxALDWRcCMxI
stay awake	Christina Perri	songs for carmella: lullabies & sing-a-longs	spotify:track:7lztvN7UHRDsMEf8ooKvUS
Apartment Song	Alessia Cara	In The Meantime	spotify:track:0h6ymtVt32j6qKZzzMs8aV
Echo	VÉRITÉ	Echo	spotify:track:1sKUaiw4OM5Xv4O8FyIZlT
Echo - Nicita Remix	VÉRITÉ, Nicita	Echo (The Remixes)	spotify:track:5klPCubuCX9zzUFHKuPRBZ
To the Top	Twin Shadow	To The Top	spotify:track:3wvdC46xxQTHUthnQT0MlE
Hand In My Pocket - Live/Acoustic Cover	Imagine Dragons	Live At AllSaints Studios	spotify:track:0uHu5YqMcuILdSqBz8MaKo
American Dream (feat. J. Cole, Kendrick Lamar)	Jeezy, J. Cole, Kendrick Lamar	Pressure	spotify:track:2j8MsmmNqmc6UBEA54KOlY
Ashley	Halsey	Manic	spotify:track:55ZcA6PazdlXjE1jO5GrzJ
I Doubt It	Travis Mills, blackbear, Skizzy Mars	While You Wait	spotify:track:1IP7QJ2bfTbTB2eeflO4mY
help (feat. Maejor)	blackbear, Maejor	help	spotify:track:0IHjY58S1OdnealEbadJQ1
Drive	Oh Wonder	Oh Wonder	spotify:track:2kJqNHHGOzLNahukdvlDWN
West Coast	Imagine Dragons	Origins (Deluxe)	spotify:track:2nkoWsTZa8LKPNGdjI5uxj
Cool Out	Imagine Dragons	Origins (Deluxe)	spotify:track:6LXMUR2rpxFBDo6nilS3yX
Don't Ask Cuz I Don't Know	Jon Bellion	Translations Through Speakers	spotify:track:0yBylQ4liLmENeK82vnHOb
Leaving Heaven (feat. Skylar Grey)	Eminem, Skylar Grey	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:02oJPSOD543viMH6d5VZkM
Follow You	Imagine Dragons	Mercury - Act 1	spotify:track:375kzpRydDdOxOSCGMK53b
Saving Grace	Kodaline	One Day at a Time	spotify:track:2oxBo0YLW89NLuv64Pvohc
Silent Night	Órla Fallon, David Archuleta	Orla Fallon's Celtic Christmas	spotify:track:79btRMhxY5Yec73HAGtfge
Noche De Paz	Danny Gokey, David Archuleta	The Greatest Gift: A Christmas Collection	spotify:track:6o3vlhACjzKMlhvoWRUlZP
Timeless	Jon Bellion	Translations Through Speakers	spotify:track:7ftFKr5YodntV2NlzbUgIy
Joy To The World	David Archuleta	Christmas From The Heart	spotify:track:3TIqDUFkNzoxTMdwTAhh5I
The First Noel	David Archuleta	Christmas From The Heart	spotify:track:5dA2YUG1jz5DHzCglSbHis
Have Yourself A Merry Little Christmas	David Archuleta, Charice Pempengco	Christmas From The Heart	spotify:track:4Prrv2dF4fPA3reL5YZP6B
Silent Night	David Archuleta	Christmas From The Heart	spotify:track:7GbBH0yDhehseNnUvTpYps
Silent Night	The Tabernacle Choir at Temple Square, Orchestra at Temple Square, David Archuleta	Glad Christmas Tidings	spotify:track:4LTv0pvXICImcclUmh323X
You Can - AOL Session	David Archuleta	AOL Sessions	spotify:track:2jjXgubWUbfdOATpgP9xnU
I'll Be Home For Christmas	David Archuleta	Christmas From The Heart	spotify:track:1oxT6oYV32XCvBICt1eCk6
Pat-A-Pan	David Archuleta	Christmas From The Heart	spotify:track:5RS5kILVBgffFNlHAsZyv2
Hit 'Em	Royce Da 5'9", DJ Premier	Hit 'Em / Ding!	spotify:track:6b3ZSbwGghQ2kXYIpKHk5e
Murder	Royce Da 5'9"	Street Hop (Deluxe)	spotify:track:2KxPr5pBfxkj1Rwvcxpbqc
Gabriel	Kodaline	In A Perfect World (Collection)	spotify:track:0f5KV8DRh6GXk18SJQByU6
Human	The Killers	Day & Age (Bonus Tracks)	spotify:track:1sTsuZTdANkiFd7T34H3nb
Ballin	Logic, Castro	YS Collection Vol. 1	spotify:track:1qblTZmnYTluKZoNha5HXk
Be Still, My Soul	David Archuleta	Begin.	spotify:track:4TqgHe1684YPJUWoaZAuFm
Crippin	TeeCee4800, Vince Staples	Realness Over Millions 2	spotify:track:2Cd5685pAzFQzxzE5fyJWP
candayapple (feat. Paul Wall & Riff Raff)	blackbear, Paul Wall, Riff Raff	cybersex	spotify:track:7g838qJvNsRt5fbHaleo2q
Forgotten	Linkin Park	Hybrid Theory (Bonus Edition)	spotify:track:7kxM3UJwN6rHAW5kwdlAHK
Rolling Off The Stone	Lifehouse	Almeria (Deluxe)	spotify:track:26fTAcih1C6zQyFwSOT6Pg
1995	Juicy J, Logic	THE HUSTLE CONTINUES	spotify:track:5KFqBLIITjlM6fhYhBnBzC
Zeus (feat. White Gold)	Eminem, White Gold	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:2lPE6W6ONJKmBE6hLjpIYo
No Pressure Intro	Logic	No Pressure	spotify:track:41hwbZ1yF705MxJ7H9bwEu
Chester Copperpot	Lifehouse	Chester Copperpot	spotify:track:6F3k64KZyegIJRYhDbspB2
Today	Joshua Radin	We Were Here	spotify:track:7K3WI7yhmF2COWr5Iis7Sy
Today (Live)	Joshua Radin	Joshua Radin Live from the Village (Deluxe)	spotify:track:3iv62yIq0NOYBnfLR2sjk2
tonight you belong to me (feat. Paul & Carmella Costabile)	Christina Perri, Paul Costabile	songs for carmella: lullabies & sing-a-longs	spotify:track:3mPn97K8T07095yVSpYr6d
Nothing - LCAW Remix	VÉRITÉ, LCAW	Somewhere in Between (The Remixes)	spotify:track:1St9DKiRYMTrdND9qz3lUk
City of Sin	The Game, Ed Sheeran	Born 2 Rap	spotify:track:4ewIjOPMjPcbvHVZ1458Sh
People Need A Melody	The Head And The Heart	Living Mirage	spotify:track:5tlu2nA8GxkDx8UTKG1rLV
Higher	DJ Hotday, J. Cole	Good In Any Hood	spotify:track:4cyZWnBdkSitrZcBgiejdP
In My Place - Live in Buenos Aires	Coldplay	Live in Buenos Aires	spotify:track:0o7htzPrB8bP0jnyjiqUdj
Switch	David Archuleta	Therapy Sessions - The Lost Sessions	spotify:track:7kTcBmC7cdrrEJREdwe4nG
Remember This	NF	Perception	spotify:track:5dMKsEQSlR2ITYpScl7UMd
Hood Gone Love It (feat. Kendrick Lamar)	Jay Rock, Kendrick Lamar	Follow Me Home	spotify:track:6i6cWTCYBOKEdJnWjzm2yk
2step (feat. Budjerah)	Ed Sheeran, Budjerah	2step (feat. Budjerah)	spotify:track:5viJfHHj5qnP55zoEWMh97
2step (feat. reezy)	Ed Sheeran, reezy	2step (feat. reezy)	spotify:track:0V2vGkDeByL2FU5f9jw80X
2step (feat. Ultimo)	Ed Sheeran, Ultimo	2step (feat. Ultimo)	spotify:track:7mxEWcW3A0jULs64ckyq9k
just be	Christina Perri	songs for rosie	spotify:track:0fsPJ6XJ34XJzzMwaz3xTy
What They'll Say About Us	FINNEAS	Optimist	spotify:track:4W1gUkq2TAOOFCBet3i3WR
Shivers - Ofenbach Remix	Ed Sheeran, Ofenbach	Shivers (Ofenbach Remix)	spotify:track:1eGlStOBtFJ6Oc4hhN5tUR
Shivers (feat. Jessi & SUNMI)	Ed Sheeran, Jessi, SUNMI	Shivers (feat. Jessi & SUNMI)	spotify:track:1A3T3npKsrElQTjTEcr3LR
You Were Loved (with OneRepublic) - Manse Remix	Gryffin, OneRepublic, Manse	You Were Loved (with OneRepublic) [Remixes]	spotify:track:3ddMl9LIdFVaWfEzmNqEtV
Ex Calling	6LACK	FREE 6LACK	spotify:track:2RwmsAOxtiRezQPmvyejb8
frown	mxmtoon	rising	spotify:track:0P2CBPHJsD0BgdsqHedugp
By Any Means	6LACK	Rent Free / By Any Means	spotify:track:7nVc088s7xrAz3wHPlr4yV
My Heart Beats for You	Paul Cardall, David Archuleta	My Heart Beats for You	spotify:track:2me1X7j6XK5pZNh3A0EzYQ
Loyal	6LACK	Loyal - Single	spotify:track:1dkTGZbqmtKEZdLP52iEwr
Alone / EA6	6LACK	FREE 6LACK	spotify:track:30pQcmgQdggbR2Bj7xb11k

