Rank,Rating,Artist,Number of Songs,Number of Songs Disliked,Number of Songs Unheard,Number of Songs Undecided,Number of Songs Loved,Songs In Queue,Total Songs Reviewed,Remaining Importance,Unheard Importance,Inflation Factor,Lowest Possible Rating,Highest Possible Rating,Lowest Queue Rating,Highest Queue Rating,Highest Possible Ranking,Lowest Possible Ranking,Highest Queue Ranking,Lowest Queue Ranking,Highest Immediate Ranking,Lowest Immediate Ranking,Possible Rankings,Possible Queue Rankings,Possible Immediate Rankings,Range,Queue Range,League,Test Rating
T2126,0.0,Blithe,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Blizzy Jay,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Block6,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blondage,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Blondfire,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Blondie,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blood Orange,0,0,8,8,0,0.0,0,0,0,8.0,-8.0,8.0,-0.0,0.0,110,15337,2126,2728,199,15335,15228,603,15137,16.0,0.0,None,
T2126,0.0,Blood Root,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bloodboy,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blossoms,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blsng,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blu & Exile,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Blu DeTiger,0,0,5,5,0,0.0,0,0,0,5.0,-5.0,5.0,-0.0,0.0,148,15337,2126,2728,287,15324,15190,603,15038,10.0,0.0,None,
T2126,0.0,Blue Americans,0,0,5,5,0,0.0,0,0,0,5.0,-5.0,5.0,-0.0,0.0,148,15337,2126,2728,287,15324,15190,603,15038,10.0,0.0,None,
T2126,0.0,Blue Deputy,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blue House,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blue Ivy,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blue Nude,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,BlueBucksClan,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bluebiird,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bluejay,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blueprint,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blunted Beatz,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blunts & Blondes,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blupaint,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Blur,0,0,2,3,0,1.0,0,0,0,3.0,-3.0,3.0,-1.0,1.0,240,15336,802,14008,404,15268,15097,13207,14865,6.0,2.0,None,
T2126,0.0,Bo York,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,BoA,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,BoTalks,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boathouse,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boatkeeper,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bob Marley & The Wailers,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bob Moses,0,0,9,9,0,0.0,0,0,0,9.0,-9.0,9.0,-0.0,0.0,100,15337,2126,2728,185,15335,15238,603,15151,18.0,0.0,None,
T2126,0.0,Bob Schneider,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Burns,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Caldwell,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Feeno,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bobby Gillespie,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby J From Rockaway,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Puma,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Raps,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Saint,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobby Sessions,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Bobby Womack,0,0,0,1,0,1.0,0,0,0,1.0,-1.0,1.0,-1.0,1.0,479,14633,802,14008,830,13904,14155,13207,13075,2.0,2.0,None,
T2126,0.0,Bobcat,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobii Lewis,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobo,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bobo Swae,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boehm,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Boh Doran,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bok Nero,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bolier,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bomba Estéreo,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Bombay Bicycle Club,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Bombs Over Nowhere,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bonavox,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bonbon Anglais,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bone Crusher,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bone Thugs-N-Harmony,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bones Owens,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bonn,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bonnie B,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bonobo,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Bonsai Mammal,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bonzai,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boobie Lootaveli,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boogie,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Booka600,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boom Forest,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boombox Cartel,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boon,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Boostive,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bootleg Orchestra,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bootstraps,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Bootsy Collins,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bop Menaxe,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Borgeous,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Borgore,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bori,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Born Cages,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Born Dirty,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Born Ruffians,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bory300,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boslen,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,BossLife Big Spence,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bosse,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boston Bun,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boston Manor,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Boston the Girl,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boundary Run,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bovey,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bow Anderson,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Box the Oxford,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boy Brooks,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boy In Space,0,0,14,14,0,0.0,0,0,0,14.0,-14.0,14.0,-0.0,0.0,66,15337,2126,2728,128,15337,15272,603,15210,28.0,0.0,None,
T2126,0.0,Boy Matthews,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boyce Avenue,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Boyfriend,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boyish,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boys Noize,0,0,7,7,0,0.0,0,0,0,7.0,-7.0,7.0,-0.0,0.0,119,15337,2126,2728,231,15335,15219,603,15105,14.0,0.0,None,
T2126,0.0,Boys World,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boys of Fall,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Boyz II Men,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Boza,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Brad Mair,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brad Varsity,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brady James,0,0,0,1,0,1.0,0,0,0,1.0,-1.0,1.0,-1.0,1.0,479,14633,802,14008,830,13904,14155,13207,13075,2.0,2.0,None,
T2126,0.0,Brady Toops,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brady Watt,0,0,1,2,0,1.0,0,0,0,2.0,-2.0,2.0,-1.0,1.0,295,15333,802,14008,526,15122,15039,13207,14597,4.0,2.0,None,
T2126,0.0,Brae,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Braedon Gautier,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Braids,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Braille,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Braison Cyrus,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Branan Murphy,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Branches,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Branchez,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brand New,0,0,1,2,0,1.0,0,0,0,2.0,-2.0,2.0,-1.0,1.0,295,15333,802,14008,526,15122,15039,13207,14597,4.0,2.0,None,
T2126,0.0,Brando,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Brandon,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Brandon Colbein,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Brandon Coleman,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brandon Mig,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brandon Ray,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Brandon ThaKidd,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brandoshis,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brandy Clark,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Branko,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brasstracks,0,0,8,8,0,0.0,0,0,0,8.0,-8.0,8.0,-0.0,0.0,110,15337,2126,2728,199,15335,15228,603,15137,16.0,0.0,None,
T2126,0.0,Braulio Fogon,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brave Shores,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Braxton Cook,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bre Kennedy,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Bre Reed,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Breakaway,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Breakfast n Vegas,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Breana Marin,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Bree Runway,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Bren Joy,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Brendan Abernathy,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brendan Bennett,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brendan James,0,0,5,5,0,0.0,0,0,0,5.0,-5.0,5.0,-0.0,0.0,148,15337,2126,2728,287,15324,15190,603,15038,10.0,0.0,None,
T2126,0.0,Brennan Gautier,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brent Cobb,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Brent Faiyaz,0,0,10,11,0,1.0,0,0,0,11.0,-11.0,11.0,-1.0,1.0,84,15337,802,14008,159,15336,15254,13207,15178,22.0,2.0,None,
T2126,0.0,Brent Kutzle,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brent Morgan,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Brent Walsh,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
